County;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;Median Age;lon;lat;Adult.obesity;Diabetes;Uninsured;Unemployment
Gooding County, Idaho;23.8;76.2;11.5;2.8;65.25;24622.821585;71.95;0.1;0.35000000000000003;0.6000000000000001;1.25;25.8;22.65;18.1;14892;11.5;16.2;0.41300000000000003;21.15;26.15;16.5;16.5;14.25;10.1;16.45;35.7;-114.8214203;42.9731849;0.308;0.098;0.277;0.051000000000000004
Clark County, Kentucky;18.6;81.4;17.7;6.2;72.3;27955.584445;91.5;4.8;0.2;0.45;0.9500000000000001;2.1;23.6;13.55;35547;53.1;16.25;0.438;22.25;32.05;15.15;25.5;2.25;9.1;15.9;39.3;-84.144974;37.9701332;0.317;0.115;0.158;0.08
Carson County, Texas;12.1;87.9;23.6;7.1;82.05;33313.615555;87.75;0.7000000000000001;1.05;0.35000000000000003;1.5;8.7;8.45;6.7;6214;52.6;7.35;0.385;5.9;33.7;9.9;23.0;3.3;11.35;18.7;40.7;-101.3553558;35.4054961;0.30000000000000004;0.108;0.153;0.045
Powhatan County, Virginia;20.7;79.3;21.9;8.0;79.9;33383.08635;80.2;16.75;0.15;0.45;0.9500000000000001;1.55;3.3;7.65;27690;64.9;4.5;0.399;3.9;42.6;10.9;27.75;0.75;10.85;7.2;40.3;-77.9128553;37.5494041;0.292;0.10200000000000001;0.14;0.054
Le Flore County, Oklahoma;20.9;79.1;11.4;4.3;74.6;22559.965395;74.25;2.15;9.1;0.5;7.25;6.75;33.45;16.2;49932;46.3;21.1;0.422;29.9;23.1;18.1;22.85;1.15;12.45;22.25;38.1;-94.7034907;34.8996421;0.332;0.127;0.266;0.091
Lauderdale County, Tennessee;26.8;73.2;9.9;2.8;69.7;22336.370475;61.85;34.4;0.55;0.15;1.25;1.85;33.9;19.55;27191;38.4;24.45;0.461;34.35;23.2;15.5;21.6;1.9500000000000002;9.5;28.35;35.9;-89.6277318;35.7629507;0.37;0.122;0.163;0.124
Potter County, Texas;24.6;75.4;15.0;4.6;71.55;21974.60762;50.95;9.6;0.6000000000000001;3.25;1.6;34.05;35.15;11.65;120935;46.4;22.25;0.461;32.2;23.3;21.3;24.9;0.55;13.0;16.95;32.7;-101.893804;35.3986751;0.342;0.099;0.294;0.056
Wayne County, North Carolina;18.8;81.2;16.2;5.2;71.85;25124.19365;56.95;31.5;0.25;0.9500000000000001;1.9500000000000002;8.4;27.0;13.35;117956;34.1;18.4;0.429;26.05;29.75;18.05;22.5;2.05;11.15;16.5;36.5;-78.004826;35.3627413;0.341;0.123;0.2;0.089
Cherokee County, Georgia;11.1;88.9;33.6;9.1;80.3;35838.515875;81.8;5.4;0.30000000000000004;1.65;1.7000000000000002;9.2;8.95;7.85;207789;61.2;7.25;0.41000000000000003;8.25;39.5;12.7;28.85;0.2;10.8;7.9;35.7;-84.4750574;34.2443166;0.279;0.08700000000000001;0.183;0.07200000000000001
Muskegon County, Michigan;12.3;87.7;16.5;5.5;76.2;24888.072065;78.25;13.85;0.7000000000000001;0.5;2.05;4.6;29.25;8.4;173172;47.9;17.35;0.423;23.3;26.55;18.0;24.35;0.85;7.95;22.3;37.5;-86.751892;43.2892579;0.355;0.11900000000000001;0.136;0.088
Harris County, Georgia;11.5;88.5;27.4;10.7;82.45;35159.971745;77.0;17.7;0.30000000000000004;0.9;1.7000000000000002;2.4;11.55;11.1;30454;47.1;9.6;0.455;10.95;42.55;11.8;26.3;0.55;9.75;9.1;41.5;-84.912432;32.7315494;0.28200000000000003;0.127;0.148;0.068
Jefferson County, Pennsylvania;13.1;86.9;12.0;3.9;71.85;23590.347935;98.0;0.25;0.2;0.2;0.7000000000000001;0.6000000000000001;22.3;10.6;45082;29.1;13.5;0.432;20.25;22.95;17.2;21.75;0.9;13.0;24.3;42.4;-78.9990439;41.1302871;0.292;0.13;0.139;0.079
Providence County, Rhode Island;21.0;79.0;25.6;10.1;78.4;28785.174285;67.65;7.1;0.4;3.45;3.3;18.15;23.95;11.5;628033;41.7;15.1;0.462;22.25;33.3;19.2;25.4;0.15;7.5;14.5;36.7;-71.5782416;41.8704877;0.273;0.089;0.153;0.112
Kearney County, Nebraska;7.3;92.7;25.0;7.2;76.9;28948.26508;95.3;0.2;0.1;0.4;0.5;3.6;16.45;6.45;6519;43.5;9.2;0.403;13.7;33.55;16.4;19.85;2.5;9.35;18.25;42.5;-98.9484608;40.5062692;0.294;0.074;0.11;0.029
Edwards County, Illinois;11.0;89.0;13.1;4.7;74.2;26878.95746;97.8;0.30000000000000004;0.1;0.25;1.0;0.45;25.1;12.2;6623;51.7;11.45;0.41400000000000003;15.2;27.15;15.0;18.0;0.65;10.9;28.35;42.5;-88.0479408;38.4170954;0.273;0.097;0.11900000000000001;0.082
Tarrant County, Texas;16.2;83.8;28.7;8.7;75.5;31082.312065;53.25;14.05;0.4;4.4;1.9;26.0;21.4;8.6;1756988;41.0;13.25;0.448;19.25;34.4;14.6;27.8;0.1;9.85;13.25;33.2;-97.2912913;32.77204;0.279;0.092;0.23500000000000001;0.066
Walker County, Texas;19.7;80.3;17.1;5.5;78.8;19808.17651;58.8;22.65;0.35000000000000003;0.9500000000000001;1.1;16.15;29.7;8.35;65894;17.8;22.95;0.485;24.1;30.25;24.45;24.45;1.05;7.7;12.0;34.3;-95.5698884;30.7430899;0.326;0.096;0.28;0.067
Amelia County, Virginia;22.0;78.0;13.1;4.4;65.2;29043.920635;73.45;22.5;0.2;0.25;0.9500000000000001;2.6;19.2;9.8;12635;8.1;11.95;0.404;13.2;25.3;13.55;23.45;2.6;20.45;14.65;41.5;-77.9732178;37.3361313;0.327;0.112;0.197;0.057
Sandusky County, Ohio;12.6;87.4;13.1;4.9;77.35;27313.367935;86.75;2.7;0.2;0.30000000000000004;1.6;8.45;22.1;6.8;60801;55.2;10.45;0.375;15.2;24.4;17.3;18.85;0.75;11.6;27.15;40.3;-83.142735;41.3552905;0.339;0.11800000000000001;0.131;0.07100000000000001
Beaver County, Oklahoma;16.4;83.6;17.9;4.3;71.35;26599.625395;78.3;0.35000000000000003;1.5;0.1;1.55;18.25;21.85;11.85;5473;30.3;12.3;0.41100000000000003;16.85;26.5;14.6;21.35;5.5;17.4;14.7;42.2;-100.4830555;36.7483343;0.314;0.113;0.246;0.025
Yamhill County, Oregon;13.2;86.8;23.0;8.4;76.3;26270.018415;80.1;0.75;1.05;1.2;2.8;14.15;22.85;8.0;97343;30.9;12.8;0.425;17.45;31.1;16.75;24.9;2.85;9.85;14.6;36.5;-123.3161171;45.2481382;0.294;0.079;0.183;0.085
Dimmit County, Texas;39.0;61.0;12.6;2.6;70.15;18445.2;13.2;0.65;0.05;0.85;0.1;85.15;62.95;23.3;9914;28.3;36.8;0.45;51.3;23.9;26.45;21.8;2.25;14.0;11.55;35.4;-99.7658713;28.4235871;0.306;0.108;0.271;0.051000000000000004
Harrison County, Mississippi;16.5;83.5;20.0;7.4;69.55;24824.853335;67.6;22.0;0.4;2.9;2.5;4.6;25.0;9.6;184003;37.0;15.05;0.444;20.8;28.7;22.9;25.0;0.25;13.0;10.2;35.8;-89.0833762;30.4165357;0.342;0.121;0.225;0.08600000000000001
Clay County, Iowa;8.7;91.3;18.5;3.6;77.35;25277.95651;95.2;0.25;0.15;0.65;1.05;2.75;21.2;6.7;16671;53.8;9.55;0.452;14.0;26.05;16.6;28.8;1.9;10.0;16.75;42.6;-95.1497261;43.079822;0.296;0.08600000000000001;0.111;0.05
Taylor County, West Virginia;16.6;83.4;14.5;3.4;78.7;24453.28;97.1;0.8;0.2;0.35000000000000003;0.8;0.75;23.85;15.5;16541;57.9;14.6;0.41600000000000004;19.7;26.25;17.1;25.6;0.65;13.85;16.55;42.1;-80.0456287;39.3290724;0.328;0.117;0.188;0.07
Hyde County, South Dakota;14.0;86.0;16.8;3.0;71.65;24564.926665;88.7;0.55;8.65;0.1;1.5;0.55;27.15;16.05;1450;15.4;13.1;0.458;14.25;38.2;13.65;17.0;5.2;12.6;13.4;44.9;-99.4921478;44.5373012;0.334;0.101;0.159;0.037
Perry County, Pennsylvania;14.6;85.4;14.0;4.3;71.2;30597.11778;96.95;0.6000000000000001;0.15;0.30000000000000004;0.9;1.15;15.15;6.75;45508;29.9;9.05;0.356;14.4;26.9;12.85;26.85;0.8;13.65;19.0;40.4;-77.2663284;40.3977795;0.308;0.10300000000000001;0.14400000000000002;0.078
Stutsman County, North Dakota;14.3;85.7;22.7;5.2;74.95;25371.60889;95.15;0.45;1.6;0.45;0.85;1.55;15.3;14.8;20825;40.4;12.2;0.421;14.05;34.85;20.3;21.45;1.6;9.15;12.6;42.1;-98.9575923;46.9711034;0.298;0.083;0.106;0.033
Linn County, Kansas;13.2;86.8;13.5;3.3;72.7;26869.06889;95.5;0.25;0.35000000000000003;0.55;1.65;1.65;15.2;11.05;9625;32.3;9.65;0.39;10.75;31.0;12.8;21.8;0.5;17.85;16.15;43.9;-94.8449321;38.2165494;0.337;0.107;0.159;0.08700000000000001
Beaverhead County, Montana;8.2;91.8;30.4;9.5;79.6;17191.05365;92.6;0.2;1.15;0.9;1.55;3.6;13.05;8.1;9066;80.7;14.55;0.434;13.25;35.25;21.55;23.3;6.65;9.1;4.25;42.5;-112.8928694;45.1338633;0.246;0.082;0.251;0.052000000000000005
Bennett County, South Dakota;26.9;73.1;15.7;3.9;66.1;19480.181585;33.75;0.05;58.95;0.4;5.4;1.55;29.65;15.45;3419;58.8;30.95;0.494;41.2;35.8;16.6;19.7;2.65;17.6;7.7;32.0;-101.6764255;43.1848259;0.377;0.135;0.209;0.056
Troup County, Georgia;20.7;79.3;19.4;6.9;75.8;24154.25492;61.4;33.2;0.15;1.25;1.15;2.9;30.8;14.55;65229;51.5;19.25;0.438;28.85;28.0;18.1;23.25;0.30000000000000004;9.8;20.55;35.8;-85.02836;33.034482;0.309;0.137;0.212;0.101
Kossuth County, Iowa;10.0;90.0;16.7;4.5;80.55;27449.914605;97.4;0.25;0.1;0.45;0.5;1.35;15.95;5.35;15519;43.4;8.65;0.441;9.85;35.55;14.75;23.1;2.2;7.2;17.25;46.2;-94.213983;43.2124777;0.311;0.10400000000000001;0.098;0.037
Clark County, Idaho;31.1;68.9;5.3;1.1;74.95;24248.019365;56.05;0.1;1.7000000000000002;0.25;0.85;41.0;12.15;23.35;983;50.0;13.55;0.381;16.6;30.95;6.9;5.4;22.55;16.35;17.9;42.3;-112.3611202;44.2862512;0.29;0.094;0.314;0.066
Hennepin County, Minnesota;7.9;92.1;44.0;14.7;78.35;35493.438415;73.4;10.9;0.75;5.85;2.65;6.35;17.9;7.25;1144324;49.5;11.65;0.47600000000000003;15.95;44.65;14.7;26.2;0.15;4.95;9.35;35.9;-93.4751846;45.0060644;0.219;0.066;0.109;0.053
Kanabec County, Minnesota;12.9;87.1;13.9;3.4;75.95;26361.558095;95.9;0.4;0.6000000000000001;0.35000000000000003;1.45;1.25;16.0;11.95;16149;42.9;12.25;0.364;16.5;24.9;18.5;21.95;1.4;15.0;18.2;41.3;-93.2977883;45.9477598;0.264;0.08;0.114;0.098
Cooper County, Missouri;17.3;82.7;15.7;4.6;69.05;23563.54635;88.8;6.55;0.25;0.2;2.75;1.4;17.9;10.4;17486;41.9;13.4;0.397;16.65;28.5;19.25;21.55;1.0;12.55;17.2;37.7;-92.8123231;38.8453861;0.293;0.111;0.162;0.068
Randolph County, Georgia;29.6;70.4;13.1;6.2;80.0;17356.279365;36.6;60.35;0.15;0.45;1.6;0.9;55.35;19.75;7489;75.6;27.0;0.558;52.15;21.5;23.8;19.35;6.25;6.35;22.7;36.8;-84.7523108;31.762650999999998;0.365;0.162;0.219;0.137
Marshall County, South Dakota;14.7;85.3;16.7;3.6;79.95;22672.15016;86.85;0.1;8.15;0.1;0.65;4.15;47.05;13.05;4461;44.3;17.3;0.451;27.15;32.6;15.65;20.1;5.75;9.75;16.2;43.1;-97.5808837;45.7370535;0.289;0.095;0.171;0.057
McHenry County, North Dakota;14.5;85.5;14.3;2.8;76.2;25716.14984;97.25;0.05;0.4;0.2;0.9;1.1;18.1;17.75;5335;39.6;12.85;0.421;17.6;30.55;14.85;23.0;3.6;13.55;14.4;45.5;-100.6332668;48.2338417;0.296;0.094;0.149;0.045
Creek County, Oklahoma;16.6;83.4;14.9;3.8;78.5;26304.015875;79.45;2.2;8.15;0.35000000000000003;7.05;2.85;26.7;9.8;69470;46.5;14.9;0.434;21.4;27.1;16.5;25.8;0.25;12.85;17.45;39.6;-96.3797931;35.9077324;0.361;0.122;0.223;0.06
Fayette County, Texas;21.0;79.0;17.6;4.2;71.9;27462.737145;74.65;6.45;0.25;0.4;0.7000000000000001;17.55;23.25;11.7;23587;37.1;11.05;0.446;17.75;29.85;16.8;22.4;1.55;12.6;16.7;45.6;-96.9212309;29.8778861;0.278;0.113;0.23700000000000002;0.048
Shelby County, Iowa;9.4;90.6;16.1;4.0;79.4;25299.705715;97.15;0.15;0.2;0.6000000000000001;0.5;1.45;13.95;9.85;12192;42.1;8.8;0.399;11.0;30.25;15.2;29.4;2.55;8.45;14.1;44.7;-95.3089173;41.6790143;0.319;0.105;0.096;0.034
Comanche County, Kansas;7.3;92.7;16.4;5.3;71.8;25772.653015;94.55;0.15;0.5;0.75;0.75;3.35;13.7;12.65;1870;25.9;9.65;0.434;11.6;30.2;11.6;16.8;3.85;11.0;26.55;50.6;-99.2540887;37.1890712;0.304;0.11;0.181;0.036000000000000004
Ventura County, California;17.7;82.3;30.8;11.2;79.15;33633.99746;50.3;1.65;0.30000000000000004;6.5;2.5;38.8;14.0;6.45;807815;53.2;9.1;0.435;12.8;37.1;15.6;26.05;3.0;8.3;9.85;36.0;-119.1331432;34.3587415;0.219;0.07100000000000001;0.185;0.09
Indian River County, Florida;13.7;86.3;26.7;9.8;73.35;26028.42381;78.55;8.45;0.2;1.15;1.2;10.4;23.6;6.65;134919;44.3;12.4;0.511;20.05;30.75;20.6;25.0;1.75;13.35;8.5;48.1;-80.5748033;27.7006382;0.218;0.117;0.25;0.106
Lexington city, Virginia;18.7;81.3;44.4;23.7;93.35;5300.9479365;82.2;7.4;0.05;2.6;2.8;4.95;51.0;22.6;6975;71.9;30.5;0.514;32.5;43.65;21.75;26.05;0.0;1.9500000000000002;6.5;22.4;-79.4443196;37.7823316;0.28800000000000003;0.091;0.185;0.114
Sargent County, North Dakota;11.6;88.4;15.0;1.5;81.2;29571.506985;96.8;0.25;0.4;0.8;0.75;0.9500000000000001;12.3;9.1;3943;36.6;7.8;0.41100000000000003;11.25;34.6;13.45;14.55;3.45;5.15;28.75;45.1;-97.6300298;46.1082063;0.31;0.1;0.095;0.026000000000000002
Maricopa County, Arizona;14.4;85.6;29.0;10.3;73.5;31644.46381;58.85;4.4;1.6;3.15;2.0;30.1;22.35;7.2;3836319;34.2;13.65;0.452;19.4;35.15;16.9;27.75;0.2;10.6;9.4;34.1;-112.4955335;33.3465408;0.228;0.08;0.196;0.07100000000000001
Carter County, Tennessee;23.1;76.9;14.9;5.1;71.5;21711.641905;95.4;1.45;0.15;0.2;1.35;1.45;43.0;15.55;58189;30.0;22.45;0.44;33.65;25.9;18.0;24.9;0.15;12.45;18.65;41.4;-82.1265932;36.2847441;0.30000000000000004;0.14;0.18;0.08
Transylvania County, North Carolina;13.9;86.1;27.0;10.3;75.75;21026.621905;91.15;4.45;0.30000000000000004;0.5;1.45;2.15;18.45;5.9;31488;59.4;14.8;0.448;25.85;28.4;21.5;21.8;1.65;14.4;12.2;48.4;-82.8166964;35.2100946;0.23700000000000002;0.098;0.209;0.096
Burt County, Nebraska;9.6;90.4;18.3;4.9;80.75;26573.08476;95.4;0.30000000000000004;1.45;0.2;0.85;1.75;8.1;10.25;6952;45.1;9.4;0.41400000000000003;6.7;34.3;16.95;22.4;3.55;10.05;12.75;45.9;-96.3377462;41.8541794;0.314;0.11;0.147;0.043000000000000003
New Madrid County, Missouri;26.8;73.2;12.2;4.4;74.0;22421.86889;81.8;15.2;0.15;0.4;1.2;1.2;32.4;17.45;18339;35.1;21.75;0.47100000000000003;28.6;24.35;18.05;21.2;4.5;11.05;20.85;39.8;-89.6559485;36.5942608;0.332;0.124;0.167;0.077
Franklin city, Virginia;23.9;76.1;19.0;7.1;67.25;22613.067935;41.25;55.1;0.2;0.6000000000000001;1.75;1.0;38.7;16.35;8655;52.2;22.3;0.47500000000000003;37.65;29.55;23.1;21.95;2.0;9.9;13.55;39.7;-76.9413956;36.6840142;0.34;0.123;0.159;0.10200000000000001
Hickman County, Tennessee;25.5;74.5;10.6;3.8;72.25;23947.414605;92.2;4.5;0.4;0.15;1.3;1.5;18.55;14.5;24180;33.3;16.9;0.399;21.25;22.15;18.2;21.9;1.05;17.15;19.45;39.5;-87.4671144;35.8023956;0.337;0.12;0.186;0.092
Alexander County, North Carolina;24.3;75.7;11.8;3.6;74.2;25765.87143;88.05;5.5;0.30000000000000004;1.05;1.2;3.85;20.85;16.9;36738;35.5;14.9;0.446;19.35;22.75;14.0;20.1;1.25;9.0;32.85;40.3;-81.1774668;35.9209506;0.272;0.108;0.195;0.101
DeKalb County, Alabama;31.9;68.1;10.9;4.7;70.8;22197.79492;83.5;1.45;1.05;0.25;1.6;12.05;37.8;17.05;69646;17.7;20.45;0.454;28.45;21.55;13.05;20.3;1.7000000000000002;12.9;30.45;37.0;-85.803992;34.460929;0.324;0.129;0.233;0.085
Jack County, Texas;21.1;78.9;10.5;2.4;70.65;27125.01778;80.9;4.15;0.8;0.35000000000000003;1.25;12.55;44.5;7.55;8867;39.4;17.55;0.421;28.6;25.6;16.9;24.45;0.45;16.9;15.65;39.2;-98.1719017;33.2322769;0.28500000000000003;0.097;0.258;0.045
Rockingham County, Virginia;22.1;77.9;21.9;8.2;73.4;27942.65524;91.75;1.65;0.1;0.55;0.9;5.0;13.95;8.05;74942;38.4;9.55;0.436;11.85;28.85;14.7;22.8;2.4;12.5;18.8;39.8;-78.876307;38.5112574;0.298;0.097;0.182;0.053
Craig County, Oklahoma;19.5;80.5;13.5;5.0;74.05;22546.054285;66.0;3.05;17.9;0.4;10.45;2.2;15.0;16.4;15054;51.4;18.1;0.4;18.5;30.25;21.6;20.0;2.35;10.4;15.5;40.9;-95.2015531;36.7638896;0.358;0.136;0.221;0.051000000000000004
Harrison County, West Virginia;15.9;84.1;17.6;6.0;73.75;25126.72095;95.1;1.5;0.15;0.55;1.5;1.25;34.75;8.95;68731;32.1;18.9;0.444;29.35;30.85;18.0;27.35;0.45;11.45;11.9;41.5;-80.3864869;39.2791993;0.32;0.129;0.194;0.063
Pondera County, Montana;13.4;86.6;19.3;5.0;73.85;19880.489525;81.1;0.4;15.4;0.1;1.55;1.35;45.8;10.9;6031;38.3;22.55;0.45;34.6;36.25;20.2;19.5;3.0;10.15;10.9;42.5;-112.2199279;48.2303122;0.29;0.09;0.258;0.056
Camden County, New Jersey;14.6;85.4;27.9;10.0;79.2;34529.24;61.75;18.3;0.2;4.8;1.8;13.15;19.3;8.35;515297;63.6;11.3;0.443;16.85;36.65;16.65;27.75;0.1;7.6;11.2;37.2;-74.9612508;39.8023521;0.275;0.093;0.14;0.106
Lyon County, Nevada;14.2;85.8;12.7;4.2;76.4;26573.61524;78.35;0.65;2.2;0.85;3.25;14.7;10.8;5.4;51455;27.8;12.1;0.395;13.25;21.8;18.55;26.8;0.5;11.95;20.35;39.6;-119.197417;39.0222136;0.309;0.096;0.229;0.148
Lake County, Ohio;9.3;90.7;24.2;7.8;79.95;31424.441585;91.3;2.85;0.1;1.2;1.2;3.3;17.2;4.4;232337;45.4;7.9;0.405;12.8;33.1;15.05;27.7;0.2;7.8;16.15;41.9;-81.3926429;41.9241163;0.28300000000000003;0.112;0.131;0.064
Dillon County, South Carolina;34.2;65.8;9.2;3.0;71.45;20652.780635;47.6;45.65;2.0;0.15;1.8;2.8;56.8;23.9;31419;41.6;30.15;0.46;44.05;19.1;16.7;22.45;2.2;11.75;27.85;37.1;-79.3749638;34.3901723;0.398;0.14100000000000001;0.216;0.14300000000000002
Alexandria city, Virginia;9.1;90.9;60.4;29.1;66.8;50505.503175;55.25;21.1;0.2;5.6;2.85;15.0;9.0;8.45;141048;56.1;7.45;0.458;11.75;57.8;14.2;18.6;0.05;4.8;4.55;35.7;-77.0820263;38.8183429;0.195;0.064;0.14100000000000001;0.046
Clark County, Wisconsin;19.3;80.7;11.3;3.4;66.85;25277.653335;95.5;0.25;0.55;0.35000000000000003;0.55;2.85;18.25;12.15;34091;27.0;12.75;0.41100000000000003;17.95;27.25;15.45;18.45;3.35;10.05;25.4;37.1;-90.6102007;44.7335964;0.294;0.081;0.18;0.07100000000000001
Washburn County, Wisconsin;10.3;89.7;18.7;6.4;71.5;25497.83016;95.8;0.55;1.05;0.35000000000000003;1.05;1.2;13.1;9.0;16247;44.8;13.05;0.40800000000000003;19.85;30.25;17.3;21.5;1.45;11.85;17.6;46.7;-91.7964225;45.8924633;0.306;0.101;0.122;0.08
Menifee County, Kentucky;31.2;68.8;10.3;4.1;73.85;22211.23111;95.8;1.25;0.05;0.4;1.85;0.7000000000000001;40.2;20.95;6496;53.3;19.7;0.433;26.6;22.9;13.75;25.35;0.6000000000000001;5.95;31.6;43.3;-83.5973453;37.9507147;0.358;0.149;0.217;0.124
Rapides Parish, Louisiana;17.9;82.1;19.4;6.2;73.65;24167.634285;62.95;31.4;0.65;1.05;1.5;2.4;31.45;12.75;131870;48.2;18.15;0.47200000000000003;26.85;32.3;20.15;25.0;0.75;10.35;11.4;37.0;-92.5359531;31.1932037;0.34500000000000003;0.14;0.209;0.063
Hancock County, Illinois;9.9;90.1;19.1;5.9;78.4;25474.661585;97.4;0.25;0.25;0.25;0.85;1.0;18.15;11.45;18912;40.6;12.55;0.419;16.9;28.6;17.15;21.45;1.9500000000000002;9.75;21.1;44.0;-91.1679875;40.4057924;0.281;0.101;0.127;0.092
Adair County, Kentucky;31.3;68.7;14.4;7.8;76.45;19131.21746;94.25;3.2;0.15;0.35000000000000003;1.0;1.0;21.3;29.2;18264;33.3;21.25;0.462;23.6;25.15;18.25;25.0;0.6000000000000001;11.7;19.3;38.5;-85.2814005;37.1055413;0.339;0.125;0.213;0.077
Goodhue County, Minnesota;9.8;90.2;22.7;6.3;75.1;31210.22476;94.0;0.9500000000000001;1.0;0.65;1.1;2.35;15.65;7.7;45894;46.5;8.0;0.399;10.85;31.3;16.9;22.9;1.9500000000000002;10.2;16.8;41.1;-92.7160003;44.4061779;0.28;0.084;0.098;0.054
Forsyth County, North Carolina;13.1;86.9;31.2;10.3;77.25;28197.07111;60.4;25.25;0.30000000000000004;1.65;1.45;10.95;27.45;7.15;348760;43.5;15.0;0.47000000000000003;22.95;37.05;16.3;25.3;0.2;8.65;12.55;37.2;-80.2572892;36.1316671;0.26;0.101;0.187;0.09
Sierra County, New Mexico;16.1;83.9;16.8;5.4;66.6;20153.12254;67.7;0.30000000000000004;0.85;0.2;2.05;28.9;53.05;13.0;12316;46.3;23.95;0.467;35.45;24.9;21.5;27.9;0.9500000000000001;18.65;6.1;53.6;-107.1881607;33.119479;0.233;0.106;0.231;0.062
Halifax County, Virginia;27.1;72.9;13.2;6.0;74.8;25522.529525;60.25;36.65;0.2;0.35000000000000003;1.0;1.65;26.8;20.55;35850;32.9;19.25;0.47300000000000003;26.0;27.7;16.5;23.0;0.8;10.0;21.95;43.9;-78.9396142;36.766461;0.326;0.14300000000000002;0.165;0.094
Otero County, Colorado;20.2;79.8;15.4;5.0;75.6;21647.60635;56.95;0.5;0.9;0.75;1.25;39.65;30.15;12.4;18832;46.7;21.6;0.439;30.05;33.25;20.05;24.45;3.25;7.75;11.2;40.8;-103.7212597;37.8841698;0.255;0.075;0.195;0.095
Hardee County, Florida;40.1;59.9;7.5;2.3;63.2;20532.29143;48.25;6.9;0.15;1.9;0.7000000000000001;42.15;34.8;20.4;28207;18.0;24.5;0.40800000000000003;31.05;19.15;16.8;16.4;17.35;18.4;11.9;33.4;-81.8215798;27.4928458;0.369;0.132;0.326;0.092
Morgan County, West Virginia;15.9;84.1;12.7;3.3;77.0;27269.38222;96.8;0.45;0.2;0.35000000000000003;1.1;1.05;13.0;10.85;16922;35.7;15.8;0.418;22.5;23.95;18.15;20.25;0.75;19.3;17.65;43.5;-78.2573143;39.5548351;0.323;0.126;0.211;0.073
Fremont County, Wyoming;11.2;88.8;22.8;8.5;71.05;24385.721905;71.95;0.4;19.35;0.55;2.1;5.6;22.45;7.0;38777;48.6;14.05;0.432;20.6;33.75;19.6;21.85;1.3;13.65;9.9;38.7;-108.605531;43.0553034;0.256;0.09;0.221;0.066
Anchorage Municipality, Alaska;8.1;91.9;33.0;11.6;71.25;36142.904125;64.15;5.45;6.5;7.15;8.9;7.85;14.15;3.75;286107;39.2;7.85;0.41600000000000004;11.1;38.65;17.35;25.5;0.25;9.45;8.8;33.0;-149.2743541;61.177549;0.257;0.07;0.183;0.054
Alleghany County, North Carolina;28.6;71.4;16.1;5.0;64.75;16365.48095;85.25;0.9500000000000001;0.1;0.4;1.4;11.95;50.45;13.3;11030;30.2;26.35;0.47600000000000003;37.4;24.25;10.65;18.1;17.4;12.95;16.6;45.4;-81.1322988;36.4893563;0.247;0.114;0.272;0.106
Pendleton County, West Virginia;20.1;79.9;13.1;4.7;64.8;22948.94381;95.1;2.6;0.25;0.5;0.9500000000000001;0.6000000000000001;23.65;19.95;7636;0.0;15.2;0.41400000000000003;20.4;23.75;18.25;20.15;3.85;14.25;19.8;47.1;-79.333707;38.6868364;0.34800000000000003;0.14300000000000002;0.217;0.062
Mayes County, Oklahoma;16.6;83.4;11.9;3.5;72.45;25933.350475;68.1;0.5;14.9;0.4;13.45;2.6;22.75;12.0;40462;36.5;16.45;0.406;20.85;26.55;14.75;22.6;0.9;15.1;20.05;39.5;-95.2356382;36.303804;0.36;0.137;0.244;0.061
Washington County, Kentucky;19.4;80.6;12.8;5.2;74.35;24639.867935;88.95;6.85;0.1;0.15;1.15;2.9;15.9;17.15;11541;19.5;15.55;0.417;21.95;26.1;14.55;16.55;4.1;11.8;26.9;39.4;-85.1754162;37.7542085;0.331;0.135;0.169;0.08600000000000001
Union County, South Carolina;24.4;75.6;12.9;3.7;77.05;24729.45016;66.45;31.0;0.2;0.15;1.3;0.9500000000000001;27.9;17.85;28380;60.2;20.15;0.454;27.4;26.2;17.7;19.55;0.30000000000000004;11.8;24.45;41.7;-81.6158309;34.6905135;0.359;0.145;0.185;0.14
Rockcastle County, Kentucky;31.5;68.5;11.6;4.9;75.0;21528.660315;98.0;0.4;0.2;0.15;0.6000000000000001;0.65;41.45;29.9;16808;35.2;29.95;0.503;36.1;26.25;13.05;25.95;0.6000000000000001;9.65;24.6;40.0;-84.314419;37.3612203;0.374;0.127;0.193;0.091
Schoolcraft County, Michigan;13.5;86.5;13.2;4.4;74.3;23210.84222;87.2;1.15;7.25;0.30000000000000004;3.7;0.5;39.95;9.75;8449;42.0;17.55;0.44;24.45;27.65;26.15;18.85;1.35;11.75;14.25;47.5;-86.1993524;46.0207579;0.275;0.113;0.17;0.125
